 母公司	 最終母公司	 NPI/PI	 DRSK'		 產品代碼	 發行人	 證券名稱	 幣別	" 參考賣出價
"		" 參考買入價
"	 前手息	 1日價格變動	 利差	 指標	 五日價格變動			 參考買回殖利率	 參考到期殖利率	" 距買
回年"	" 距到
期年"	 穆迪	 穆迪評價日	 標普	 標普評價日	 惠譽	 惠譽評價日	 票息	 配息頻率	 下一配息日	" 票息
Type"	" 浮動
SPREAD"	" 發行日
Issue Date"	 下一買回日	 到期日	" Bullet/
Callable"	 償債順位	 最小單位	 涉險國家	 行業	 產業	 PERPETUAL	" COCO
SECURITY"	" BASEL
III"	" COCO
ACTION"	" COCO
TRIGGER"	" TRIGGER
LEVEL"	" TRIGGER
TYPE"	 WRITE_DOWN_TYPE	" 美國
所得"	 國家	" OBU之
PI /NPI"	 上季風險	 風險等級	 風險變動	" OBU之
PI /NPI"	 風險等級	 outstanding (MM)	 償債順位
				 [NEW-LINE]	 US71568QAC15	 國家電力公司	PLNIJ 4 1/8 05/15/27	USD	95.4 		100.4 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.076 	73 	T 4 1/4 03/15/27	0.07 				3.99 		3.2 	Baa2	2018/4/13		#VALUE!	BBB	2017/12/22	4.125	2	2024/5/15	FIXED		2017/5/8		2027/5/15	B	Sr Unsecured	200000	ID	Electric	Utilities	N									ID	NPI	穩健型	保守型	Y	NPI	穩健型	  1,500 	 優先無擔保
	Microsoft Corp	NPI	 	 [NEW-LINE]	 US594918BC73	 微軟	MSFT 3 1/2 02/12/35	USD	90.76112366		95.8 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.096 	10 	T 4 02/15/34	(0.80)			4.00 	3.98 	10.4 	10.9 	Aaa	2016/7/25	AAA	2015/2/9	WD	2023/1/24	3.5	2	2024/8/12	FIXED		2015/2/9	2034/8/12	2035/2/12	C	Sr Unsecured	2000	US	Software	Technology	N								Y	US	NPI	穩健型	保守型	Y	NPI	保守型	  1,500 	 優先無擔保
				 [NEW-LINE]	 US61744YAP34	 摩根士丹利	MS 3.772 01/24/29	USD	94.254776		99.1 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.181 						4.03 	3.98 	3.8 	4.8 	A1	2021/1/27	A-	2022/5/17	A+	2022/11/4	3.772	2	2024/7/24	VARIABLE	140.161	2018/1/18	2028/1/24	2029/1/24	C	Sr Unsecured	1000	US	Banks	Financial	N								Y	US	NPI	穩健型	保守型	Y	NPI	積極型	  3,000 	 優先無擔保
Mercedes-Benz North America Co	Mercedes-Benz Group AG	NPI	 	 [NEW-LINE]	 USU2339CDQ88	 梅賽德斯-賓士金融北美有限責	MBGGR 4.3 02/22/29	USD	96.38199615		101.4 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.128 	48 	T 4 1/4 02/28/29	(0.45)				3.98 		4.9 	A2	2023/2/24	A	2023/5/5	A	2023/7/27	4.3	2	2024/8/22	FIXED		2019/2/19		2029/2/22	B	Sr Unsecured	150000	DE	Auto Manufacturers	Consumer, Cyclical	N								Y	US	NPI	穩健型	保守型	Y	NPI	穩健型	  500 	 優先無擔保
	Johnson & Johnson	NPI	 	 [NEW-LINE]	 US478160BJ28	 嬌生公司	JNJ 4 3/8 12/05/33	USD	97.8468399		103.2 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.263 	12 	T 4 02/15/34	(0.71)			3.96 	3.97 	9.2 	9.7 	Aaa	2013/12/2	AAA	2013/12/17	WD	2019/9/4	4.375	2	2024/6/5	FIXED		2013/12/2	2033/6/5	2033/12/5	C	Sr Unsecured	2000	US	Pharmaceuticals	Consumer, Non-cyclical	N								Y	US	NPI	穩健型	保守型	Y	NPI	保守型	  850 	 優先無擔保
				 [NEW-LINE]	 US172967NS68	 花旗集團	C 4.658 05/24/28	USD	97.65319061		102.6 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.139 						3.77 	3.97 	3.2 	4.2 	A3	2022/5/20	BBB+	2022/5/20	A	2022/5/24	4.658	2	2024/5/24	VARIABLE	188.7	2022/5/17	2027/5/24	2028/5/24	C	Sr Unsecured	1000	US	Banks	Financial	N								Y	US	NPI	穩健型	保守型	Y	NPI	積極型	  1,500 	 優先無擔保
	Tencent Holdings Ltd	NPI	 	 [NEW-LINE]	 US88032XAG97	 騰訊控股有限公司	TENCNT 3.595 01/19/28	USD	94.08295441		98.8 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.168 	66 	T 4 1/4 02/28/29	(0.37)			3.96 	3.94 	3.6 	3.8 	A1	2018/3/23	A+	2018/1/23	A+	2018/1/23	3.595	2	2024/7/19	FIXED		2018/1/11	2027/10/19	2028/1/19	C	Sr Unsecured	200000	CN	Internet	Communications	N									CI	NPI	穩健型	保守型	Y	NPI	穩健型	  2,500 	 優先無擔保
				 [NEW-LINE]	 US404280BK42	 匯豐控股有限公司	HSBC 4.041 03/13/28	USD	95.56182861		100.4 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.122 						3.88 	3.92 	3.0 	4.0 	A3	2021/6/8	A-	2020/5/13	A+	2019/12/5	4.041	2	2024/9/13	VARIABLE	180.761	2017/3/6	2027/3/13	2028/3/13	C	Sr Unsecured	200000	GB	Banks	Financial	N									EN	NPI	穩健型	保守型	Y	0	積極型	  2,500 	 優先無擔保
				 [NEW-LINE]	 US61747YEX94	 摩根士丹利	MS 6.138 10/16/26	USD	100.5611267		105.3 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.059 						2.60 	3.92 	1.6 	2.6 	A1	2022/10/18	A-	2022/10/14	A+	2022/11/4	6.138	2	2024/4/16	VARIABLE	177	2022/10/14	2025/10/16	2026/10/16	C	Sr Unsecured	1000	US	Banks	Financial	N								Y	US	NPI	穩健型	保守型	Y	NPI	積極型	  1,250 	 優先無擔保
Mercedes-Benz North America Co	Mercedes-Benz Group AG	NPI	 	 [NEW-LINE]	 USU5876JAG05	 梅賽德斯-賓士金融北美有限責	MBGGR 4.8 03/30/28	USD	98.43733978		103.3 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.181 	57 	T 4 1/4 02/28/29	(0.49)				3.91 		4.0 	A2	2023/4/3	A	2023/5/5	A	2023/8/3	4.8	2	2024/3/30	FIXED		2023/3/27		2028/3/30	B	Sr Unsecured	150000	DE	Auto Manufacturers	Consumer, Cyclical	N								Y	US	NPI	穩健型	保守型	Y	NPI	保守型	  1,000 	 優先無擔保
Emirate of Abu Dhabi United Ar	Emirate of Abu Dhabi United Ar	NPI	 	 [NEW-LINE]	 XS2125308168	 阿布達比政府國際債券	ADGB 3 1/8 04/16/30	USD	90.8 		95.8 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.066 	29 	T 4 1/4 02/28/29	(0.69)				3.91 		6.1 	Aa2u	2020/6/1	AA	2020/4/13	AA	2020/4/14	3.125	2	2024/4/16	FIXED		2020/4/8		2030/4/16	B	Sr Unsecured	200000	AE	Sovereign	Government	N									UA	NPI	穩健型	保守型	Y	NPI	穩健型	  3,000 	 優先無擔保
				 [NEW-LINE]	 US06051GKP36	 美國銀行	BAC 4.376 04/27/28	USD	96.79311371		101.7 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.161 						3.77 	3.91 	3.1 	4.1 	A1	2023/5/3	A-	2022/4/25	AA-	2022/4/27	4.376	2	2024/4/27	VARIABLE	158	2022/4/21	2027/4/27	2028/4/27	C	Sr Unsecured	2000	US	Banks	Financial	N								Y	US	NPI	穩健型	保守型	Y	NPI	積極型	  2,250 	 優先無擔保
				 [NEW-LINE]	 US06051GGC78	 美國銀行	BAC 4.183 11/25/27	USD	95.93563843		100.9 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.146 						3.81 	3.91 	2.7 	3.7 	A3	2023/5/3	BBB+	2017/11/22	A	2021/6/7	4.183	2	2024/5/25	FIXED		2016/11/21	2026/11/25	2027/11/25	C	Subordinated	2000	US	Banks	Financial	N		Tier 2						Y	US	NPI	穩健型	保守型	Y	0	積極型	  2,000 	 次順位
	Apple Inc	NPI	 	 [NEW-LINE]	 US037833EJ59	 蘋果公司	AAPL 1.7 08/05/31	USD	81.06765747		86.0 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.158 	22 	T 4 02/15/34	(0.55)			3.98 	3.90 	7.1 	7.4 	Aaa	2021/12/21	AA+	2021/7/29		#VALUE!	1.7	2	2024/8/5	FIXED		2021/7/29	2031/5/5	2031/8/5	C	Sr Unsecured	2000	US	Computers	Technology	N								Y	US	NPI	穩健型	保守型	Y	NPI	保守型	  1,000 	 優先無擔保
				 [NEW-LINE]	 US872898AG66	 TSMC Arizona Corp	TAISEM 4 1/8 04/22/29	USD	96.06464386		101.1 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.220 	37 	T 4 1/4 02/28/29	(0.54)			3.88 	3.89 	4.9 	5.1 	Aa3	2022/4/19	AA-	2022/4/19		#VALUE!	4.125	2	2024/4/22	FIXED		2022/4/19	2029/2/22	2029/4/22	C	Sr Unsecured	200000	TW	Semiconductors	Technology	N								Y	US	NPI	穩健型	保守型	Y	NPI	保守型	  500 	 優先無擔保
	Standard Chartered PLC	PI	 	 [NEW-LINE]	 XS1480699641	 渣打集團有限公司	STANLN 4.3 02/19/27	USD	96.04291534		101.2 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.401 	71 	T 4 1/4 03/15/27	0.10 				3.87 		2.9 	Baa2	2018/12/21	BBB-	2016/8/18	BBB+	2020/4/17	4.3	2	2024/8/19	FIXED		2016/8/16		2027/2/19	B	Subordinated	200000	GB	Banks	Financial	N		Tier 2							EN	NPI	穩健型	保守型	Y	PI	積極型	  1,250 	 次順位
	Johnson & Johnson	NPI	 	 [NEW-LINE]	 US478160AL82	 嬌生公司	JNJ 4.95 05/15/33	USD	103.0389328		108.2 	#N/A Optional parameter [SETTLE_DT] has invalid date format	(0.309)	3 	T 4 02/15/34	(0.97)				3.87 		9.2 	Aaa	2003/5/20	AAA	2003/5/19	WD	2019/9/4	4.95	2	2024/5/15	FIXED		2003/5/19		2033/5/15	B	Sr Unsecured	1000	US	Pharmaceuticals	Consumer, Non-cyclical	N								Y	US	NPI	穩健型	保守型	Y	NPI	保守型	  500 	 優先無擔保
	Apple Inc	NPI	 	 [NEW-LINE]	 US037833ED89	 蘋果公司	AAPL 1.65 02/08/31	USD	81.82939148		86.7 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.091 	22 	T 4 02/15/34	(0.49)			3.95 	3.87 	6.6 	6.9 	Aaa	2021/12/21	AA+	2021/2/1		#VALUE!	1.65	2	2024/8/8	FIXED		2021/2/1	2030/11/8	2031/2/8	C	Sr Unsecured	2000	US	Computers	Technology	N								Y	US	NPI	穩健型	保守型	Y	NPI	保守型	  2,750 	 優先無擔保
				 [NEW-LINE]	 US172967LP48	 花旗集團	C 3.668 07/24/28	USD	94.33715057		99.2 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.045 						3.92 	3.86 	3.3 	4.3 	A3	2019/2/21	BBB+	2017/7/20	A	2017/7/20	3.668	2	2024/7/24	VARIABLE	165.161	2017/7/17	2027/7/24	2028/7/24	C	Sr Unsecured	1000	US	Banks	Financial	N								Y	US	NPI	穩健型	保守型	Y	NPI	積極型	  2,500 	 優先無擔保
	Apple Inc	NPI	 	 [NEW-LINE]	 US037833EV87	 蘋果公司	AAPL 4.3 05/10/33	USD	98.44126129		103.6 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.253 	(0)	T 4 02/15/34	(0.50)			3.82 	3.83 	8.9 	9.1 	Aaa	2023/5/8	AA+	2023/5/8		#VALUE!	4.3	2	2024/5/10	FIXED		2023/5/8	2033/2/10	2033/5/10	C	Sr Unsecured	2000	US	Computers	Technology	N								Y	US	NPI	穩健型	保守型	Y	NPI	保守型	  1,000 	 優先無擔保
				 [NEW-LINE]	 US06051GGR48	 美國銀行	BAC 3.593 07/21/28	USD	94.32744598		99.1 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.146 						3.88 	3.82 	3.3 	4.3 	A1	2023/5/3	A-	2017/11/22	AA-	2021/6/7	3.593	2	2024/7/21	VARIABLE	163.161	2017/7/18	2027/7/21	2028/7/21	C	Sr Unsecured	2000	US	Banks	Financial	N								Y	US	NPI	穩健型	保守型	Y	NPI	積極型	  2,000 	 優先無擔保
				 [NEW-LINE]	 US40434LAM72	 惠普公司	HPQ 4 3/4 01/15/28	USD	98.44023895		103.3 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.161 	50 	T 4 1/4 02/28/29	(0.33)			3.78 	3.80 	3.7 	3.8 	Baa2	2022/6/6	BBB	2022/6/6	BBB+	2022/6/6	4.75	2	2024/7/15	FIXED		2022/6/6	2027/12/15	2028/1/15	C	Sr Unsecured	2000	US	Computers	Technology	N								Y	US	NPI	穩健型	保守型	Y	NPI	穩健型	  900 	 優先無擔保
				 [NEW-LINE]	 US172967NX53	 花旗集團	C 5.61 09/29/26	USD	99.54273987		104.3 	#N/A Optional parameter [SETTLE_DT] has invalid date format	(0.013)						2.67 	3.79 	1.5 	2.5 	A3	2022/9/27	BBB+	2022/9/27	A	2022/9/27	5.61	2	2024/3/29	VARIABLE	154.6	2022/9/22	2025/9/29	2026/9/29	C	Sr Unsecured	1000	US	Banks	Financial	N								Y	US	NPI	穩健型	保守型	Y	NPI	積極型	  2,750 	 優先無擔保
Republic of Indonesia	Republic of Indonesia	NPI	 	 [NEW-LINE]	 US455780CD62	 印尼政府國際債券	INDON 3 1/2 01/11/28	USD	94.0 		99.0 	#N/A Optional parameter [SETTLE_DT] has invalid date format	(0.003)	51 	T 4 1/4 02/28/29	(0.37)				3.79 		3.8 	Baa2	2018/4/13	BBB	2019/5/31	BBB	2017/12/20	3.5	2	2024/7/11	FIXED		2017/12/4		2028/1/11	B	Sr Unsecured	200000	ID	Sovereign	Government	N									ID	NPI	穩健型	保守型	Y	NPI	穩健型	  1,250 	 優先無擔保
State of Qatar	State of Qatar	NPI	 	 [NEW-LINE]	 XS2155352664	 卡達政府國際債券	QATAR 3 3/4 04/16/30	USD	94.8 		99.8 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.056 	15 	T 4 1/4 02/28/29	(0.43)				3.79 		6.1 	Aa2	2024/1/25	AA	2022/11/4	AA-	2020/4/9	3.75	2	2024/4/16	FIXED		2020/4/7		2030/4/16	B	Sr Unsecured	200000	QA	Sovereign	Government	N									QA	NPI	穩健型	保守型	Y	NPI	穩健型	  3,000 	 優先無擔保
				 [NEW-LINE]	 US78016FZU10	 加拿大皇家銀行	RY 6 11/01/27	USD	102.4146118		107.4 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.163 							3.78 		3.6 	A1	2022/11/2	A	2022/10/24	AA-	2022/10/25	6	2	2024/5/1	FIXED		2022/10/20		2027/11/1	B	Sr Unsecured	2000	CA	Banks	Financial	N									CA	NPI	穩健型	保守型	Y	NPI	積極型	  1,350 	 優先無擔保
				 [NEW-LINE]	 US78016FZU10	 加拿大皇家銀行	RY 6 11/01/27	USD	102.4146118		107.4 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.163 							3.78 		3.6 	A1	2022/11/2	A	2022/10/24	AA-	2022/10/25	6	2	2024/5/1	FIXED		2022/10/20		2027/11/1	B	Sr Unsecured	2000	CA	Banks	Financial	N									CA	NPI	穩健型	保守型	Y	NPI	積極型	  1,350 	 優先無擔保
				 [NEW-LINE]	 US46625HRX07	 摩根大通銀行	JPM 3 5/8 12/01/27	USD	94.38349915		99.5 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.180 						3.83 	3.78 	2.7 	3.7 	A3	2018/10/25	BBB+	2016/12/2	A	2020/4/22	3.625	2	2024/6/1	FIXED		2016/11/10	2026/12/1	2027/12/1	C	Subordinated	2000	US	Banks	Financial	N		Tier 2						Y	US	NPI	穩健型	保守型	Y	0	積極型	  1,100 	 次順位
Mercedes-Benz North America Co	Mercedes-Benz Group AG	NPI	 	 [NEW-LINE]	 USU5876JAC90	 梅賽德斯-賓士金融北美有限責	MBGGR 5 1/4 11/29/27	USD	100.046		105.0 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.185 	33 	T 4 1/4 03/15/27	(0.46)				3.78 		3.7 	A2	2023/2/24	A	2023/5/5	A	2023/8/3	5.25	2	2024/5/29	FIXED		2022/11/21		2027/11/29	B	Sr Unsecured	150000	DE	Auto Manufacturers	Consumer, Cyclical	N								Y	US	NPI	穩健型	保守型	Y	NPI	保守型	  500 	 優先無擔保
	Starbucks Corp	NPI	 	 [NEW-LINE]	 US855244AP46	 星巴克	SBUX 3 1/2 03/01/28	USD	94.17086792		99.0 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.150 	46 	T 4 1/4 02/28/29	(0.41)			3.78 	3.77 	3.7 	3.9 	Baa1	2018/6/20	BBB+	2018/6/20	WD	2022/10/10	3.5	2	2024/9/1	FIXED		2018/2/26	2027/12/1	2028/3/1	C	Sr Unsecured	2000	US	Retail	Consumer, Cyclical	N								Y	US	NPI	穩健型	保守型	Y	NPI	穩健型	  600 	 優先無擔保
				 [NEW-LINE]	 USU9273ADL62	 福斯集團(美國)金融	VW 4.35 06/08/27	USD	96.92900085		101.8 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.115 	46 	T 4 1/4 03/15/27	(0.32)			3.74 	3.75 	3.1 	3.2 	A3	2022/6/7	BBB+	2022/6/1	A-	2024/1/30	4.35	2	2024/6/8	FIXED		2022/5/31	2027/5/8	2027/6/8	C	Sr Unsecured	200000	DE	Auto Manufacturers	Consumer, Cyclical	N								Y	US	NPI	穩健型	保守型	Y	NPI	穩健型	  1,100 	 優先無擔保
				 [NEW-LINE]	 US95000U2V48	 富國銀行	WFC 3.526 03/24/28	USD	94.39266968		99.2 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.163 						3.82 	3.75 	3.0 	4.0 	A1	2022/3/21	BBB+	2022/3/21	A+	2022/6/6	3.526	2	2024/3/24	VARIABLE	151	2022/3/17	2027/3/24	2028/3/24	C	Sr Unsecured	1000	US	Banks	Financial	N								Y	US	NPI	穩健型	保守型	Y	NPI	積極型	  4,000 	 優先無擔保
	Morgan Stanley	PI	 	 [NEW-LINE]	 US61761JZN26	 摩根士丹利	MS 3.95 04/23/27	USD	95.79593658		100.6 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.132 	50 	T 4 1/4 03/15/27	(0.08)				3.74 		3.1 	Baa1	2020/10/2	BBB+	2022/5/17	A-	2022/11/4	3.95	2	2024/4/23	FIXED		2015/4/20		2027/4/23	B	Subordinated	1000	US	Banks	Financial	N		Tier 2						Y	US	NPI	穩健型	保守型	Y	PI	積極型	  2,000 	 次順位
	Wells Fargo & Co	PI	 	 [NEW-LINE]	 US94974BGL80	 富國銀行	WFC 4.3 07/22/27	USD	96.81916046		101.8 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.132 	40 	T 4 1/4 03/15/27	(0.00)				3.73 		3.3 	A3	2015/7/20	BBB	2020/7/22	A-	2020/4/22	4.3	2	2024/7/22	FIXED		2015/7/15		2027/7/22	B	Subordinated	1000	US	Banks	Financial	N		Tier 2						Y	US	NPI	穩健型	保守型	Y	PI	積極型	  2,500 	 次順位
	Apple Inc	NPI	 	 [NEW-LINE]	 US037833EU05	 蘋果公司	AAPL 4.15 05/10/30	USD	97.52101135		102.5 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.277 	5 	T 4 1/4 02/28/29	(0.59)			3.69 	3.70 	6.0 	6.1 	Aaa	2023/5/8	AA+	2023/5/8		#VALUE!	4.15	2	2024/5/10	FIXED		2023/5/8	2030/3/10	2030/5/10	C	Sr Unsecured	2000	US	Computers	Technology	N								Y	US	NPI	穩健型	保守型	Y	NPI	保守型	  500 	 優先無擔保
				 [NEW-LINE]	 US45580KAK43	 中國工商銀行/紐約州紐約	ICBCAS 3.538 11/08/27	USD	94.63579559		99.5 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.170 							3.70 		3.6 	A1	2017/11/1	A	2017/11/1		#VALUE!	3.538	2	2024/5/8	FIXED		2017/11/1		2027/11/8	B	Sr Unsecured	250000	CN	Banks	Financial	N									CH	NPI	穩健型	保守型	Y	NPI	穩健型	  500 	 優先無擔保
				 [NEW-LINE]	 US06051GLE79	 美國銀行	BAC 5.08 01/20/27	USD	98.89899445		103.7 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.056 						2.97 	3.68 	1.8 	2.8 	A1	2023/5/3	A-	2023/1/18	AA-	2023/1/20	5.08	2	2024/7/20	VARIABLE	129	2023/1/17	2026/1/20	2027/1/20	C	Sr Unsecured	2000	US	Banks	Financial	N								Y	US	NPI	穩健型	保守型	Y	NPI	積極型	  3,000 	 優先無擔保
Kingdom of Saudi Arabia	Kingdom of Saudi Arabia	0	 	 [NEW-LINE]	 XS1694217495	 Saudi Government Internation	KSA 3 5/8 03/04/28	USD	94.8 		99.8 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.074 	36 	T 4 1/4 02/28/29	(0.31)				3.68 		4.0 	A1	2017/9/29		#VALUE!	A+	2023/4/5	3.625	2	2024/9/4	FIXED		2017/9/27		2028/3/4	B	Sr Unsecured	200000	SA	Sovereign	Government	N									SR	NPI	穩健型	保守型	Y	0	穩健型	  5,000 	 優先無擔保
	AT&T Inc	NPI	 	 [NEW-LINE]	 US00206RJX17	 AT&T公司	T 2.3 06/01/27	USD	91.14099884		95.9 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.040 	42 	T 4 1/4 03/15/27	(0.17)			3.75 	3.67 	3.0 	3.2 	Baa2	2020/5/21	BBB	2020/5/21	BBB+	2021/3/12	2.3	2	2024/6/1	FIXED		2020/5/21	2027/4/1	2027/6/1	C	Sr Unsecured	2000	US	Telecommunications	Communications	N								Y	US	NPI	穩健型	保守型	Y	NPI	穩健型	  2,500 	 優先無擔保
				 [NEW-LINE]	 US38141GZR81	 高盛集團	GS 3.615 03/15/28	USD	94.91965485		99.8 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.105 						3.68 	3.67 	3.0 	4.0 	A2	2022/3/11	BBB+	2022/3/11	A	2022/3/11	3.615	2	2024/9/15	VARIABLE	184.6	2022/3/10	2027/3/15	2028/3/15	C	Sr Unsecured	1000	US	Banks	Financial	N								Y	US	NPI	穩健型	保守型	Y	NPI	積極型	  3,250 	 優先無擔保
United States of America	United States of America	NPI	 	 [NEW-LINE]	 US91282CDY49	 美國國庫債券	T 1 7/8 02/15/32	USD	83.3 		87.9 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.219 	(8)	T 4 02/15/34	(0.68)				3.66 		7.9 	Aaa	2022/6/24		#VALUE!	AA+u	2023/8/1	1.875	2	2024/8/15	FIXED				2032/2/15	B	Unsecured	100	US	Sovereign	Government	N								Y	US	NPI	穩健型	防禦型	Y	NPI	保守型	  141,207 	 優先無擔保
	HSBC Holdings PLC	0	 	 [NEW-LINE]	 US404280BH13	 匯豐控股有限公司	HSBC 4 3/8 11/23/26	USD	96.80075836		101.8 	#N/A Optional parameter [SETTLE_DT] has invalid date format	(0.004)	37 	T 4 5/8 02/28/26	0.02 				3.65 		2.7 	Baa1	2021/6/8	BBB	2020/5/13	A-	2020/4/1	4.375	2	2024/5/23	FIXED		2016/11/16		2026/11/23	B	Subordinated	200000	GB	Banks	Financial	N		Tier 2							EN	NPI	穩健型	保守型	Y	0	積極型	  1,500 	 次順位
ANZ Group Holdings Ltd	ANZ Group Holdings Ltd	PI	 	 [NEW-LINE]	 USQ0426RND62	 澳盛銀行集團股份有限公司	ANZ 4.4 05/19/26	USD	96.70555115		101.5 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.084 	68 	T 4 5/8 02/28/26	(0.08)				3.64 		2.2 	A3	2024/3/6	BBB+	2019/10/24	A-	2020/4/7	4.4	2	2024/5/19	FIXED		2016/5/12		2026/5/19	B	Subordinated	200000	AU	Banks	Financial	N		Tier 2	Equity Conversion			Discretionary			AU	NPI	穩健型	保守型	Y	PI	積極型	  1,500 	 次順位
				 [NEW-LINE]	 US06738EAP07	 巴克萊集團	BACR 5.2 05/12/26	USD	98.29749298		103.2 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.151 							3.63 			Baa1	2023/3/10	BBB-	2023/5/19	BBB+	2020/10/12	5.2	2	2024/5/12	FIXED		2016/5/5		2026/5/12	B	Subordinated	200000	GB	Banks	Financial	N		Tier 2		非常積極型					EN	NPI	穩健型	保守型	Y	PI	積極型	  2,050 	 次順位
				 [NEW-LINE]	 USF1R15XK516	 法國巴黎銀行有限責任公司	BNP 4 3/8 05/12/26	USD	96.63696289		101.6 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.154 							3.60 		2.1 	Baa2	2022/7/5	BBB+	2016/5/9	A-	2020/10/12	4.375	2	2024/5/12	FIXED		2016/5/5		2026/5/12	B	Subordinated	200000	FR	Banks	Financial	N		Tier 2							FR	NPI	穩健型	保守型	Y	PI	積極型	  1,250 	 次順位
	AT&T Inc	NPI	 	 [NEW-LINE]	 US00206RDQ20	 AT&T公司	T 4 1/4 03/01/27	USD	97.00152588		101.8 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.117 	39 	T 4 1/4 03/15/27	(0.19)			3.52 	3.58 	2.7 	2.9 	Baa2	2018/6/15	BBB	2018/6/15	BBB+	2021/3/12	4.25	2	2024/9/1	FIXED		2017/1/31	2026/12/1	2027/3/1	C	Sr Unsecured	2000	US	Telecommunications	Communications	N								Y	US	NPI	穩健型	保守型	Y	NPI	保守型	  1,490 	 優先無擔保
				 [NEW-LINE]	 US91282CHF14	 美國國庫債券	T 3 3/4 05/31/30	USD	96.4 		100.9 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.223 	(8)	T 4 1/4 02/28/31	(0.53)				3.58 		6.2 	Aaa	2023/5/30		#VALUE!	AA+u	2023/8/1	3.75	2	2024/5/31	FIXED				2030/5/31	B	Unsecured	100	US	Sovereign	Government	N								Y	US	NPI	穩健型	防禦型	Y	NPI	保守型	  41,563 	 優先無擔保
TSMC	Taiwan Semiconductor Manufactu	NPI	 	 [NEW-LINE]	 USG91139AK43	 TSMC全球有限公司	TAISEM 4 3/8 07/22/27	USD	97.50951385		102.6 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.088 	19 	T 4 1/4 03/15/27	(0.01)			3.51 	3.53 	3.3 	3.3 	Aa3	2022/7/19	AA-	2022/7/18		#VALUE!	4.375	2	2024/7/22	FIXED		2022/7/19	2027/6/22	2027/7/22	C	Sr Unsecured	200000	TW	Semiconductors	Technology	N									VS	NPI	穩健型	保守型	Y	NPI	保守型	  400 	 優先無擔保
Hon Hai Precision Industry Co	Hon Hai Precision Industry Co	NPI	 	 [NEW-LINE]	 XS1490623516	 富士康遠東有限公司	HONHAI 3 09/23/26	USD	93.39006805		98.7 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.049 	36 	T 4 5/8 02/28/26	0.59 				3.53 		2.5 		#VALUE!	A-	2016/9/14		#VALUE!	3	2	2024/3/23	FIXED		2016/9/14		2026/9/23	B	Sr Unsecured	200000	TW	Electronics	Industrial	N									CI	NPI	穩健型	保守型	Y	NPI	保守型	  400 	 優先無擔保
				 [NEW-LINE]	 US912810FP85	 美國國庫債券	T 5 3/8 02/15/31	USD	106.1 		111.3 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.219 	(24)	T 4 1/4 02/28/31	(0.28)				3.52 		6.9 	Aaa	2011/8/2		#VALUE!	AA+u	2023/8/1	5.375	2	2024/8/15	FIXED				2031/2/15	B	Unsecured	100	US	Sovereign	Government	N								Y	US	NPI	穩健型	防禦型	Y	NPI	保守型	  16,428 	 優先無擔保
